Tool Name,Alternate Tool Names
Virtual_machine,"['virtual platform, virtual machines, virtual platforms, managed runtime environment, virtual computer, amiga virtual machine, systems virtualization, application virtual machine, virtual processing, virtual computing, virtual operating system, virtual machine, process virtual machine, overlay computer', 'virtual platform, virtual machines, virtual platforms, managed runtime environment, virtual computer, amiga virtual machine, systems virtualization, application virtual machine, virtual processing, virtual computing, virtual operating system, virtual machine, process virtual machine, overlay computer', 'virtual platform, virtual machines, virtual platforms, managed runtime environment, virtual computer, amiga virtual machine, systems virtualization, application virtual machine, virtual processing, virtual computing, virtual operating system, virtual machine, process virtual machine, overlay computer']"
Nuxeo,[nan]
Apache_Sling,[nan]
EasyBeans,[nan]
Application_server,"['web application server, enterprise application server, application server, application servers, appserver, app server, application server computing, java application server, application generator, mobile app server', 'web application server, enterprise application server, application server, application servers, appserver, app server, application server computing, java application server, application generator, mobile app server']"
Adempiere,"['adempiere', 'adempiere']"
Liferay,"['inc., liferay portal, liferay']"
JOnAS,['jonas application server']
IDempiere,['idempiere']
OpenHAB,[nan]
Apache_Aries,[nan]
Apache_Felix,[nan]
NetBeans,"['project matisse, apache netbeans, forte for java, net beans, netbeans platform, netbeans, xelfi, netbeans ide']"
Fuse_ESB,"['fuse esb, jboss fuse']"
Illustration,"['illustrating, illustrations, illustrate, scientific drawing, illustrated, basic illustration, golden age of illustration, scientific illustration']"
Collins_Spanish_Dictionary,[nan]
Collins-Robert_French_Dictionary,"['collins-robert french english dictionary, collins robert french dictionary, collins-robert english-french dictionary, collins robert dictionary, collins-robert english french dictionary, collins-robert, collins-robert dictionary, collins-robert french dictonary, collins robert english french dictionary, collins-robert french-english dictionary, collins robert french english dictionary, collins french dictionary']"
Datomic,"[nan, nan]"
POSIX,"['opendir, sys/utsname.h, seekdir, readdir r, ieee 1003, sys/ipc.h, posix, sys/types.h, sys/sem.h, pwd.h, readdir, ieeeix, posix 1003.2, dirent.h, portable operating system interface, posix.1b, iso/iec 9945, telldir, ixemul.library, posix.1, sys/wait.h, rewinddir, c posix library, grp.h, posix.1-2008, a posix environment, cpio.h, sys/msg.h, tar.h, posix.1-2001, ieee-ix, utime.h, posix.2, closedir, rt-posix', 'opendir, sys/utsname.h, seekdir, readdir r, ieee 1003, sys/ipc.h, posix, sys/types.h, sys/sem.h, pwd.h, readdir, ieeeix, posix 1003.2, dirent.h, portable operating system interface, posix.1b, iso/iec 9945, telldir, ixemul.library, posix.1, sys/wait.h, rewinddir, c posix library, grp.h, posix.1-2008, a posix environment, cpio.h, sys/msg.h, tar.h, posix.1-2001, ieee-ix, utime.h, posix.2, closedir, rt-posix']"
IBM_DB2,"['ibm db2 express-c, db2 everyplace, purequery, ibm viper, db2 (formerly db2 for luw), ibm db2, sqlca, db2 express, db2 for linux, db2 database, db2 dwe, db2 udb, ibm db2 family, db/2, db2, db2 for i, unix and windows, db2/400, ibm purequery, database 2, db2/2']"
FoundationDB,"[nan, nan]"
Jena_(framework),"['jena (framework), apache jena semantic web framework, jena framework']"
Apache_License,"['apache 2.0 licensing, apache license, apache 2.0 license, apache licence, apache-licensed, apache software licence, apache-2.0, apache software license, version 2.0, apache 2.0, apache-style license, apache 1.1 license, apache license 2.0, apache 2 license, apache license, alv2, apache 1.0 license', 'apache 2.0 licensing, apache license, apache 2.0 license, apache licence, apache-licensed, apache software licence, apache-2.0, apache software license, version 2.0, apache 2.0, apache-style license, apache 1.1 license, apache license 2.0, apache 2 license, apache license, alv2, apache 1.0 license']"
Racket_(programming_language),"['drscheme, drracket, racket (programming language), mzscheme, racket language, racket programming language, plt scheme, racket lang, plt racket']"
Waffles_(machine_learning),[nan]
IOS_8,"['ios 8.1.1, ios 8.1.2, ios 8 microwave charging hoax, ios 8.1.3, ios 8.4.1, ipados 8, iphone os 8, ios 8.0.2, wave (hoax), ios 8.4, ios 8.1, ios 8 microwave charging hoax - wave, ios 8.3, ios 8.2, ios8, ios 8.4.2, ios 8.0.1', 'ios 8.1.1, ios 8.1.2, ios 8 microwave charging hoax, ios 8.1.3, ios 8.4.1, ipados 8, iphone os 8, ios 8.0.2, wave (hoax), ios 8.4, ios 8.1, ios 8 microwave charging hoax - wave, ios 8.3, ios 8.2, ios8, ios 8.4.2, ios 8.0.1', 'ios 8.1.1, ios 8.1.2, ios 8 microwave charging hoax, ios 8.1.3, ios 8.4.1, ipados 8, iphone os 8, ios 8.0.2, wave (hoax), ios 8.4, ios 8.1, ios 8 microwave charging hoax - wave, ios 8.3, ios 8.2, ios8, ios 8.4.2, ios 8.0.1', 'ios 8.1.1, ios 8.1.2, ios 8 microwave charging hoax, ios 8.1.3, ios 8.4.1, ipados 8, iphone os 8, ios 8.0.2, wave (hoax), ios 8.4, ios 8.1, ios 8 microwave charging hoax - wave, ios 8.3, ios 8.2, ios8, ios 8.4.2, ios 8.0.1']"
Skype,"['microsoft skype, skype in china, skype, the skype guys, skype pro, skype-ing, skype4com, skype ltd., sky peer, skypecasting, skype4com.dll, skype video, skype lite, skypeme', 'microsoft skype, skype in china, skype, the skype guys, skype pro, skype-ing, skype4com, skype ltd., sky peer, skypecasting, skype4com.dll, skype video, skype lite, skypeme', 'microsoft skype, skype in china, skype, the skype guys, skype pro, skype-ing, skype4com, skype ltd., sky peer, skypecasting, skype4com.dll, skype video, skype lite, skypeme']"
Moses_(machine_translation),"[nan, nan, nan]"
Anusaaraka,[nan]
Lingoes,['lingoes (program)']
NiuTrans,[nan]
Babylon_(software),"['babylon (program), babylon translator, babylon dictionary, babylon ltd, babylon.com, babylon software, babylon pro, babylon-pro', 'babylon (program), babylon translator, babylon dictionary, babylon ltd, babylon.com, babylon software, babylon pro, babylon-pro']"
Talkman,[nan]
Unix,"['unix box, unixes, unix, truly unix, traditional unix, list of unix user groups, unix systems, unix operating system, unix system, open group base specification', 'unix box, unixes, unix, truly unix, traditional unix, list of unix user groups, unix systems, unix operating system, unix system, open group base specification', 'unix box, unixes, unix, truly unix, traditional unix, list of unix user groups, unix systems, unix operating system, unix system, open group base specification', 'unix box, unixes, unix, truly unix, traditional unix, list of unix user groups, unix systems, unix operating system, unix system, open group base specification', 'unix box, unixes, unix, truly unix, traditional unix, list of unix user groups, unix systems, unix operating system, unix system, open group base specification']"
FreeRTOS,['safertos']
Operating_system,"['desktop operating system, general-purpose operating system, desktop system, operative system, operation system, computer operating sysem, operating system types, desktop os, commodity operating systems, desktop operating systems, operating systems, computer operating system, opsys, server os, gpos, operating system, operatingsystem', 'desktop operating system, general-purpose operating system, desktop system, operative system, operation system, computer operating sysem, operating system types, desktop os, commodity operating systems, desktop operating systems, operating systems, computer operating system, opsys, server os, gpos, operating system, operatingsystem', 'desktop operating system, general-purpose operating system, desktop system, operative system, operation system, computer operating sysem, operating system types, desktop os, commodity operating systems, desktop operating systems, operating systems, computer operating system, opsys, server os, gpos, operating system, operatingsystem', 'desktop operating system, general-purpose operating system, desktop system, operative system, operation system, computer operating sysem, operating system types, desktop os, commodity operating systems, desktop operating systems, operating systems, computer operating system, opsys, server os, gpos, operating system, operatingsystem', 'desktop operating system, general-purpose operating system, desktop system, operative system, operation system, computer operating sysem, operating system types, desktop os, commodity operating systems, desktop operating systems, operating systems, computer operating system, opsys, server os, gpos, operating system, operatingsystem', 'desktop operating system, general-purpose operating system, desktop system, operative system, operation system, computer operating sysem, operating system types, desktop os, commodity operating systems, desktop operating systems, operating systems, computer operating system, opsys, server os, gpos, operating system, operatingsystem', 'desktop operating system, general-purpose operating system, desktop system, operative system, operation system, computer operating sysem, operating system types, desktop os, commodity operating systems, desktop operating systems, operating systems, computer operating system, opsys, server os, gpos, operating system, operatingsystem']"
Robot_Operating_System,"['ros (robot operating system), robot os, robotics operating system, robot operating system']"
Data_General_RDOS,"['dg-dos, data general diskette operating system']"
Dlib,"[nan, nan]"
GNU_Go,"['pocket gnugo, gnu go, gnugo']"
GigaMesh_Software_Framework,[nan]
Golly_(program),['golly cellular automata simulator']
YEd,[nan]
Protï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,['protege (software)']
Goji_(app),"['goji (keyboard)', 'goji (keyboard)']"
OpenBoard_(keyboard),"[nan, nan]"
Microsoft_SwiftKey,"['ltd., touchtype limited, @swiftkey, touchtype, swiftkey, touchtype ltd, limited', 'ltd., touchtype limited, @swiftkey, touchtype, swiftkey, touchtype ltd, limited']"
Dream_Keyboard,"[nan, nan]"
Ease_of_Access,"[nan, nan]"
SwiftKey,"['ltd., touchtype limited, @swiftkey, touchtype, swiftkey, touchtype ltd, limited', 'ltd., touchtype limited, @swiftkey, touchtype, swiftkey, touchtype ltd, limited']"
Bobble_Keyboard_(app),"['bobble keyboard (app)', 'bobble keyboard (app)']"
Swarachakra,"[nan, nan]"
Fleksy,"['@fleksy', '@fleksy']"
Swype,"[nan, nan]"
Unity_(game_engine),"['unity web player, unity (engine), unity 5, unity3d, unity-chan, unity game engine, unity (game software), unity engine, unity engine 4, unity, unity (game engine), unity 4, unity (video game engine), unityscript', 'unity web player, unity (engine), unity 5, unity3d, unity-chan, unity game engine, unity (game software), unity engine, unity engine 4, unity, unity (game engine), unity 4, unity (video game engine), unityscript']"
Hydra_(chess),[nan]
ICub,['robotcub']
Vowpal_Wabbit,"[nan, nan]"
Mallet_(software_project),"[nan, nan]"
Oracle_Cloud,['oracle cloud infrastructure']
Infer.NET,[nan]
Neural_Designer,[nan]
Jubatus,[nan]
Oracle_Data_Mining,[nan]
Scikit-multiflow,['skmultiflow']
PolyAnalyst,"[nan, nan]"
Apache_MXNet,"['mxnet', 'mxnet']"
ML.NET,[nan]
Distributed_R,[nan]
XGBoost,['xgboost']
ROOT,"['cern root, root.cern']"
QLattice,[nan]
Apache_Flink,"[nan, nan, nan]"
SAS_(software),"['sas system, interactive matrix language, sas (programming language), statistical analysis system, sas/stat, sas (software)', 'sas system, interactive matrix language, sas (programming language), statistical analysis system, sas/stat, sas (software)', 'sas system, interactive matrix language, sas (programming language), statistical analysis system, sas/stat, sas (software)']"
